,title,averageRating,cluster_agg
9641,Creep 2 (2017),1.5,169
2954,Ghoulies II (1987),1.5,169
8270,Bad Milo (Bad Milo!) (2013),1.0,169
6784,Zombie Strippers! (2008),0.5,169
4932,Munchies (1987),1.5,169
3082,My Demon Lover (1987),1.0,169
7245,Stan Helsing (2009),1.0,169
2275,Re-Animator (1985),3.45,170
4498,Tremors (1990),3.4375,170
6178,Evil Aliens (2005),4.5,170
3346,"Return of the Living Dead, The (1985)",3.75,170
4863,"Lost Skeleton of Cadavra, The (2002)",4.0,170
9110,Freaks of Nature (2015),4.5,170
5255,Fahrenheit 9/11 (2004),3.4864864864864864,171
487,"War Room, The (1993)",3.333333333333333,171
5084,"Weather Underground, The (2002)",4.0,171
5172,"Hunting of the President, The (2004)",2.5,171
3064,Gardens of Stone (1987),3.0,172
2973,"Eagle Has Landed, The (1976)",3.25,172
3305,Bat*21 (1988),3.0,172
8294,"Book Thief, The (2013)",3.0,172
3586,Midway (1976),3.333333333333333,172
3702,Hart's War (2002),3.1,172
9054,Beasts of No Nation (2015),3.0,172
1255,Welcome to Sarajevo (1997),3.0,172
747,Nothing Personal (1995),3.0,172
7079,Roots (1977),3.1666666666666665,172
294,"Walking Dead, The (1995)",3.0,172
9327,The Wooden Horse (1950),3.0,172
5867,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),2.75,172
2369,Hell in the Pacific (1968),3.0,172
6720,Stop-Loss (2008),3.25,172
7750,War Horse (2011),3.0,172
5074,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",3.25,173
7086,Orphan (2009),3.0,173
9608,Mother! (2017),3.25,173
3864,Silver Bullet (Stephen King's Silver Bullet) (1985),2.6666666666666665,173
5962,"Skeleton Key, The (2005)",3.0,173
324,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",2.9166666666666665,173
8246,Justice League: Crisis on Two Earths (2010),3.25,174
5765,Appleseed (Appurushîdo) (2004),3.8333333333333335,174
9547,Final Flight of the Osiris (2003),3.5,174
8032,"Batman: The Dark Knight Returns, Part 1 (2012)",3.928571428571429,174
7100,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),3.8333333333333335,174
8048,Redline (2009),4.5,174
8940,Ghost in the Shell 2.0 (2008),3.75,174
3546,Spriggan (Supurigan) (1998),3.375,174
8841,Patlabor 2: The Movie (1993),3.5,174
2677,Breathless (1983),2.0,175
3193,Angel Eyes (2001),1.625,175
1173,Speed 2: Cruise Control (1997),1.6052631578947367,175
8202,"World's End, The (2013)",3.4166666666666665,176
7855,Iron Sky (2012),3.75,176
1183,Men in Black (a.k.a. MIB) (1997),3.4878787878787882,176
7616,Attack the Block (2011),3.5,176
2038,Ghostbusters (a.k.a. Ghost Busters) (1984),3.775,176
9709,Deadpool 2 (2018),3.875,176
8520,"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)",1.0,177
8969,Carnival Magic (1981),0.5,177
8315,"Christmas Carol, A (1977)",0.5,177
7119,9 (2009),3.6428571428571432,178
3872,Lilo & Stitch (2002),3.810344827586207,178
4105,Treasure Planet (2002),3.5625,178
7566,BURN-E (2008),4.5,178
2991,Transformers: The Movie (1986),3.3571428571428568,178
5058,High and Low (Tengoku to jigoku) (1963),4.0,179
5837,Call Northside 777 (1948),3.2624482748109638,179
5293,This Gun for Hire (1942),3.2624482748109638,179
7762,Arthur Christmas (2011),0.5,180
9590,The Emoji Movie (2017),0.5,180
4355,Pokémon Heroes (2003),0.5,180
5357,Bebe's Kids (1992),1.0,180
9466,The Big Sick (2017),4.0,181
7035,I Do: How to Get Married and Stay Single (Prête-moi ta main) (2006),4.0,181
4435,"Anarchist Cookbook, The (2002)",4.0,181
2666,Smiling Fish and Goat on Fire (1999),4.0,181
6437,Priceless (Hors de prix) (2006),4.25,181
4210,"Midsummer Night's Sex Comedy, A (1982)",4.0,181
7870,Hysteria (2011),4.0,181
6476,"Ex, The (2007)",4.0,181
1677,No Small Affair (1984),4.0,181
2136,"Black Cat, White Cat (Crna macka, beli macor) (1998)",3.9444444444444446,181
3622,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.183333333333334,181
8432,Begin Again (2013),4.0,181
4861,An Amazing Couple (2002),4.0,181
3935,Amy's O (a.k.a. Amy's Orgasm) (2001),4.0,181
6867,My Best Friend's Girl (2008),4.0,181
4812,Chasing Liberty (2004),3.9375,181
3717,Monsoon Wedding (2001),3.8333333333333335,181
1309,Shooting Fish (1997),4.1,181
5623,In July (Im Juli) (2000),4.0,181
7758,Play the Game (2009),4.0,181
6959,Revenge of the Nerds IV: Nerds in Love (1994),4.0,181
3777,Impromptu (1991),4.25,181
4505,Waco: The Rules of Engagement (1997),3.5,182
9398,Amanda Knox (2016),3.5,182
9625,Adventures in Plymptoons! (2011),3.5,182
9626,Gaga: Five Foot Two (2017),3.5,182
4660,OT: Our Town (2002),3.5,182
4386,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",3.333333333333333,182
6103,"Boys of Baraka, The (2005)",3.5,182
4371,Murder on a Sunday Morning (Un coupable idéal) (2001),3.5,182
4662,Journeys with George (2002),3.5,182
8967,Amy (2015),3.5,182
7083,9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008),3.5,182
4394,Man of Aran (1934),3.5,182
6164,Unknown White Male (2005),3.5,182
6228,"Inconvenient Truth, An (2006)",3.5769230769230766,182
5894,Los Angeles Plays Itself (2003),3.5,182
2021,Trekkies (1997),3.375,182
7309,Steam of Life (Miesten vuoro) (2010),3.5,182
7732,Miss Representation (2011),3.5,182
4813,Aileen: Life and Death of a Serial Killer (2003),3.5,182
4938,This So-Called Disaster (2003),3.5,182
7158,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),3.5,182
7869,Bully (2011),3.5,182
6179,This Film Is Not Yet Rated (2006),3.5,182
2692,Regret to Inform (1998),3.5,182
8176,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),3.5,182
5932,"March of the Penguins (Marche de l'empereur, La) (2005)",3.555555555555556,182
5924,Rize (2005),3.5,182
5910,Rock School (2005),3.5,182
8901,The Wolfpack (2015),3.5,182
6456,American Hardcore (2006),3.5,182
604,Maya Lin: A Strong Clear Vision (1994),3.5,182
4470,Step Into Liquid (2002),3.5,182
8919,Bruce Lee: A Warrior's Journey (2000),3.5,182
7785,Being Elmo: A Puppeteer's Journey (2011),3.5,182
6758,"Bigger, Stronger, Faster* (2008)",3.5,182
8089,"Pervert's Guide to Ideology, The (2012)",3.5,182
9156,Hitchcock/Truffaut (2015),3.5,182
5239,Mayor of the Sunset Strip (2003),3.5,182
5290,Unprecedented: The 2000 Presidential Election (2002),3.5,182
3499,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",3.5,182
5712,Slasher (2004),3.5,182
6916,"Pervert's Guide to Cinema, The (2006)",3.5,182
7582,Into Eternity (2010),3.5,182
8740,A Story of Children and Film (2013),3.5,182
8739,"What Happened, Miss Simone? (2015)",3.5,182
9114,Nowitzki: The Perfect Shot (2014),3.5,182
2205,Return with Honor (1998),3.5,182
7998,Marley (2012),3.5,182
3999,Powaqqatsi (1988),3.5,182
7914,First Position (2011),3.5,182
3149,Keep the River on Your Right: A Modern Cannibal Tale (2000),3.5,182
4311,"Winged Migration (Peuple migrateur, Le) (2001)",3.5,182
4329,"Decade Under the Influence, A (2003)",3.5,182
8621,Good Copy Bad Copy (2007),3.5,182
9296,My Scientology Movie (2016),3.5,182
9736,Jon Stewart Has Left the Building (2015),3.5,182
3192,Startup.com (2001),3.6,182
5018,Genghis Blues (1999),3.5,182
7022,Earth (2007),3.5,182
5144,Grey Gardens (1975),3.5,182
3613,Texas Rangers (2001),2.0,183
5647,Blueberry (2004),2.5,183
5459,Major Dundee (1965),2.0,183
5595,Last of the Dogmen (1995),2.5,183
6791,Journey to the Center of the Earth (2008),2.5,184
6505,Fantastic Four: Rise of the Silver Surfer (2007),2.575,184
4306,Bulletproof Monk (2003),2.409090909090909,184
1346,Lost in Space (1998),2.4482758620689653,184
8916,Independence Day: Resurgence (2016),2.375,184
8688,Justice League (2017),2.5,184
5330,Sky Captain and the World of Tomorrow (2004),2.6388888888888893,184
5936,Fantastic Four (2005),2.763888888888889,184
9445,Assassin's Creed (2016),2.5,184
7627,Green Lantern (2011),2.35,184
1988,Superman III (1983),2.25,184
4619,Returner (Ritaanaa) (2002),2.5,184
4422,Hulk (2003),2.560606060606061,184
145,Judge Dredd (1995),2.669354838709677,185
7979,Looper (2012),3.640625,185
8915,Suicide Squad (2016),2.9166666666666665,185
6106,District 13 (Banlieue 13) (2004),3.8,185
7143,"Blood of the Beasts (Sang des bêtes, Le) (1949)",4.0,186
802,Looking for Richard (1996),3.9,186
3756,Rude Boy (1980),4.0,186
7298,Oceans (Océans) (2009),4.0,186
8510,"20,000 Days on Earth (2014)",4.0,186
6294,Jesus Camp (2006),4.071428571428571,186
5237,Pirates of Silicon Valley (1999),4.0,186
6514,Sicko (2007),3.7142857142857135,186
6815,Batman: Gotham Knight (2008),3.5,187
8486,Batman: Assault on Arkham (2014),3.0,187
8930,The Professional: Golgo 13 (1983),3.0,187
7731,Batman: Year One (2011),3.6666666666666665,187
9355,Batman: The Killing Joke (2016),3.0,187
7475,Skyline (2010),0.5,188
7004,The Butterfly Effect 3: Revelations (2009),0.5,188
1535,Tender Mercies (1983),3.4,189
4748,Stagecoach (1939),3.5,189
6525,Broken Arrow (1950),3.0,189
3271,"Misfits, The (1961)",3.25,189
3348,"Man from Snowy River, The (1982)",3.375,189
728,Giant (1956),3.9166666666666665,189
489,Welcome to the Dollhouse (1995),3.5434782608695654,190
3412,Ghost World (2001),3.5,190
3958,Igby Goes Down (2002),3.6666666666666665,190
4290,Raising Victor Vargas (2002),3.75,190
1401,Small Soldiers (1998),2.833333333333333,191
7499,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",3.5,191
4208,"Last Unicorn, The (1982)",3.375,191
8587,Song of the Sea (2014),3.0,191
6250,Monster House (2006),3.111111111111111,191
5111,Indestructible Man (1956),0.5,192
3027,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),0.5,192
2933,"Killer Shrews, The (1959)",0.5,192
9211,Reptilicus (1961),0.5,192
8143,Yongary: Monster from the Deep (1967),0.5,192
8712,The Beast of Hollow Mountain (1956),0.5,192
5112,"Wasp Woman, The (1959)",0.5,192
3821,"Giant Spider Invasion, The (1975)",0.5,192
4874,Allegro non troppo (1977),4.0,193
2144,Yellow Submarine (1968),3.2857142857142856,193
6460,How the Grinch Stole Christmas! (1966),3.5909090909090913,193
5286,To End All Wars (2001),4.0,194
5072,"Bridge Too Far, A (1977)",3.7857142857142856,194
3646,Black Hawk Down (2001),3.81,194
6046,Jarhead (2005),3.6764705882352944,194
1407,All Quiet on the Western Front (1930),4.35,194
8541,Fury (2014),3.7692307692307687,194
5009,Alexander Nevsky (Aleksandr Nevskiy) (1938),4.0,194
5549,Bullet in the Head (1990),4.0,194
2216,"Dirty Dozen, The (1967)",3.96875,194
2310,"Longest Day, The (1962)",4.0,194
7021,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),4.0,194
2313,Tora! Tora! Tora! (1970),3.928571428571429,194
4114,Zulu (1964),4.0,194
97,Braveheart (1995),4.0316455696202524,194
6947,Ip Man (2008),3.95,194
2716,"Fighting Seabees, The (1944)",3.5,194
6363,"Dam Busters, The (1955)",4.0,194
4647,Looney Tunes: Back in Action (2003),2.75,195
7871,Dante's Inferno: An Animated Epic (2010),3.0,195
2571,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),2.6923076923076925,195
3691,"Going Places (Valseuses, Les) (1974)",5.0,196
5844,We're No Angels (1955),4.5,196
2206,Time of the Gypsies (Dom za vesanje) (1989),4.166666666666667,196
8277,Filth (2013),4.5,196
5613,Merlin (1998),3.0,197
3939,Clash of the Titans (1981),3.611111111111111,197
7508,Cowboys & Aliens (2011),3.0,198
1903,Westworld (1973),3.4166666666666665,198
5190,This Island Earth (1955),1.0,199
2003,Earth vs. the Flying Saucers (1956),1.0,199
5077,Robot Jox (1990),1.0,199
8680,Oblivion 2: Backlash (1996),0.5,199
9117,Idaho Transfer (1973),0.5,199
4314,Beginning of the End (1957),1.0,199
6562,Electroma (2006),1.0,199
9188,Swelter (2014),2.0,200
9133,Lost in the Sun (2015),2.0,200
8851,San Andreas (2015),1.875,200
1152,Volcano (1997),2.1,200
7353,Jonah Hex (2010),1.875,200
8008,Catch .44 (2011),1.25,200
5679,In Hell (2003),1.5,200
7799,Seeking Justice (2011),2.0,200
8679,Wicked Blood (2014),1.5,200
9341,The Adderall Diaries (2015),2.0,200
6820,Hell Ride (2008),2.0,200
1481,"Mask of Zorro, The (1998)",3.1,201
202,French Kiss (1995),3.4777777777777783,201
7307,Date Night (2010),3.3181818181818183,201
5136,Safety Last! (1923),4.0,201
5793,Gorgeous (Boh lee chun) (1999),3.5,201
7375,Knight and Day (2010),3.4166666666666665,201
3190,"Knight's Tale, A (2001)",3.3414634146341466,201
9247,Mr. Right (2016),3.5,201
3989,Wasabi (2001),3.5,202
3657,Another 48 Hrs. (1990),3.0,202
19,Money Train (1995),2.5,202
4843,Ichi the Killer (Koroshiya 1) (2001),3.4166666666666665,202
118,Bad Boys (1995),3.2450980392156863,202
4693,"Last Boy Scout, The (1991)",3.5,202
1103,Metro (1997),2.7142857142857144,202
8490,Teenage Mutant Ninja Turtles (2014),2.75,203
4228,Shanghai Knights (2003),3.2105263157894735,203
2164,Armour of God (Long xiong hu di) (1987),3.083333333333333,203
5852,Sahara (2005),3.071428571428572,203
2163,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),3.2142857142857144,203
5463,Batman (1966),3.0,203
4689,Hudson Hawk (1991),3.0,203
9602,Kingsman: The Golden Circle (2017),3.0625,203
4552,"Rundown, The (2003)",3.147058823529412,203
2014,Austin Powers: The Spy Who Shagged Me (1999),3.1983471074380163,203
9651,The Shining (1997),2.0,204
5339,Orca: The Killer Whale (1977),1.5,204
8867,Maggie (2015),2.0,204
5934,Dark Water (2005),2.0,204
909,Apocalypse Now (1979),4.219626168224299,205
829,Platoon (1986),3.9841269841269837,205
2783,Coming Home (1978),3.3,205
997,"Killing Fields, The (1984)",4.017857142857143,205
962,"Deer Hunter, The (1978)",3.825581395348837,205
923,Full Metal Jacket (1987),4.098039215686274,205
742,"African Queen, The (1951)",3.9705882352941178,206
3508,Father Goose (1964),3.6666666666666665,206
5035,Gunga Din (1939),3.1666666666666665,206
3873,Minority Report (2002),3.6375,207
167,Strange Days (1995),3.25,207
1391,"X-Files: Fight the Future, The (1998)",3.4404761904761907,207
137,Devil in a Blue Dress (1995),3.321428571428572,208
951,Chinatown (1974),4.211864406779661,208
5850,Sin City (2005),3.8571428571428568,208
1218,L.A. Confidential (1997),4.0618556701030935,208
5592,"Pure Formality, A (Pura formalità, Una) (1994)",4.0,208
3019,House of Games (1987),3.8125,208
2999,"Dude, Where's My Car? (2000)",2.727272727272727,209
7300,Hot Tub Time Machine (2010),3.3,209
3216,Evolution (2001),3.037037037037037,209
220,Junior (1994),2.8285714285714287,209
8778,Hot Tub Time Machine 2 (2015),2.875,209
2492,What Planet Are You From? (2000),3.1666666666666665,209
8923,Absolutely Anything (2015),3.0,209
7937,"Watch, The (2012)",3.0,209
3319,Critters (1986),3.0,209
3351,Short Circuit 2 (1988),2.9,209
8593,Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014),3.75,210
9601,LEGO DC Super Hero Girls: Brain Drain (2017),3.5,210
9384,DC Super Hero Girls: Hero of the Year (2016),4.0,210
9587,Wolf and Calf (1984),4.0,210
9735,Love Live! The School Idol Movie (2015),4.0,210
8874,The Monkey King (1964),3.5,210
8710,Why Man Creates (1968),4.0,210
8981,The Gallows (2015),1.5,211
4106,They (2002),1.5,211
6136,When a Stranger Calls (2006),1.3,211
1025,Body Parts (1991),1.0,211
3071,Jaws: The Revenge (1987),1.25,211
3502,"Legend of Hell House, The (1973)",1.0,211
9591,Death Note (2017),1.6666666666666667,211
7329,"Nightmare on Elm Street, A (2010)",1.25,211
8784,Julia (2014),1.5,211
4847,Tormented (1960),1.0,211
7686,Shark Night 3D (2011),1.5,211
6286,"Wicker Man, The (2006)",1.0,212
8076,Texas Chainsaw 3D (2013),1.5,212
3334,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),1.75,212
8678,The Deadly Bees (1967),1.0,212
6833,Mirrors (2008),1.5,212
6742,Prom Night (2008),0.75,212
2964,Book of Shadows: Blair Witch 2 (2000),1.125,212
2526,JFK (1991),3.5,213
8005,Argo (2012),3.9821428571428568,213
4211,Missing (1982),4.0,213
4346,Breakin' 2: Electric Boogaloo (1984),1.6666666666666667,214
7786,Joyful Noise (2012),1.5,214
3947,À nous la liberté (Freedom for Us) (1931),1.0,214
4183,Girls! Girls! Girls! (1962),2.0,214
4438,Garage Days (2002),1.25,214
3251,Beach Blanket Bingo (1965),1.5,214
6067,Sarah Silverman: Jesus Is Magic (2005),2.0,214
1990,Dracula (1931),3.333333333333333,215
2091,"Masque of the Red Death, The (1964)",3.25,215
3964,"Hills Have Eyes, The (1977)",3.5,215
1850,"Texas Chainsaw Massacre, The (1974)",3.2692307692307687,215
2090,Pit and the Pendulum (1961),3.333333333333333,215
2922,Hellbound: Hellraiser II (1988),3.2777777777777777,215
1983,"Mummy, The (1932)",3.333333333333333,215
3350,"Serpent and the Rainbow, The (1988)",3.5,215
2921,Hellraiser (1987),3.3666666666666667,215
1036,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.53125,215
1984,"Mummy, The (1959)",3.333333333333333,215
9376,Kizumonogatari Part 1: Tekketsu (2016),4.0,216
7737,"Adventures of Tintin, The (2011)",3.5,216
7037,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),4.0,216
725,Top Hat (1935),4.071428571428571,217
4727,Flying Down to Rio (1933),3.0,217
813,Shall We Dance (1937),4.5,217
4728,Follow the Fleet (1936),3.75,217
4731,Roberta (1935),4.0,217
4733,Swing Time (1936),4.0,217
1045,Shine (1996),4.0,218
2605,High Fidelity (2000),3.6666666666666665,218
827,Dirty Dancing (1987),3.3690476190476186,218
9647,The Shape of Water (2017),3.6875,219
6747,"Fall, The (2006)",3.954545454545455,219
6014,MirrorMask (2005),3.611111111111111,219
7506,Season of the Witch (2011),3.5,219
8971,The Jungle Book (2016),3.636363636363636,219
8825,Willy/Milly (1986),5.0,220
7199,Mickey's Once Upon a Christmas (1999),5.0,220
9096,L.A. Slasher (2015),5.0,220
2989,She's Having a Baby (1988),3.333333333333333,221
7314,Death at a Funeral (2010),3.25,221
2429,"Big Tease, The (1999)",3.25,221
1573,"Man with Two Brains, The (1983)",3.25,221
8288,Jackass Presents: Bad Grandpa (2013),3.25,221
1571,"Jerk, The (1979)",3.3703703703703702,221
7669,"Very Harold & Kumar 3D Christmas, A (2011)",3.25,221
2040,Drop Dead Gorgeous (1999),3.2,221
9695,Fred Armisen: Standup for Drummers (2018),3.25,221
7659,Our Idiot Brother (2011),3.25,221
1537,"'burbs, The (1989)",3.1764705882352944,221
5045,Highway 61 (1991),3.25,221
2089,Heaven Can Wait (1978),3.2692307692307687,221
8543,St. Vincent (2014),3.25,221
9619,Lady Bird (2017),3.333333333333333,221
2098,Airplane II: The Sequel (1982),3.1842105263157894,221
7385,Dinner for Schmucks (2010),3.2857142857142856,221
7612,"Hangover Part II, The (2011)",3.2666666666666666,221
2644,East is East (1999),3.2,221
1646,Dirty Work (1998),3.2142857142857144,221
3241,"Closet, The (Placard, Le) (2001)",3.375,221
2441,Wayne's World 2 (1993),3.2962962962962963,221
2581,Grumpy Old Men (1993),3.2931034482758617,221
2395,Next Friday (2000),3.25,221
3046,Baby Boom (1987),3.25,221
572,Angus (1995),3.2142857142857144,221
1955,"Monster, The (Mostro, Il) (1994)",3.375,221
600,"Stupids, The (1996)",3.333333333333333,221
2703,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),3.333333333333333,221
620,Kingpin (1996),3.3690476190476186,221
639,"Very Brady Sequel, A (1996)",3.25,221
3170,One Night at McCool's (2001),3.4,221
117,"Brothers McMullen, The (1995)",3.333333333333333,221
6310,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),3.3461538461538463,221
1973,"Castle, The (1997)",3.4,221
1853,Ruthless People (1986),3.321428571428572,221
8165,"Hangover Part III, The (2013)",3.375,221
3373,"Dream Team, The (1989)",3.375,221
455,Robin Hood: Men in Tights (1993),3.1304347826086962,221
449,"Ref, The (1994)",3.4166666666666665,221
1740,"Waterboy, The (1998)",3.1785714285714284,221
7284,She's Out of My League (2010),3.2222222222222223,221
1731,Orgazmo (1997),3.1153846153846154,221
5996,Waiting... (2005),3.2692307692307687,221
4868,Welcome to Mooseport (2004),3.25,221
79,Black Sheep (1996),3.15625,221
553,Kids in the Hall: Brain Candy (1996),3.2916666666666665,221
6517,Death at a Funeral (2007),3.25,221
3922,Secret Ballot (Raye makhfi) (2001),3.25,221
9333,Mike & Dave Need Wedding Dates (2016),3.333333333333333,221
2847,What About Bob? (1991),3.271428571428572,221
1304,Wag the Dog (1997),3.338709677419355,221
9252,Get a Job (2016),3.25,221
6673,Strange Wilderness (2008),3.25,221
9362,The Edge of Seventeen (2016),3.25,221
8421,Neighbors (2014),3.2916666666666665,221
3135,Girls Just Want to Have Fun (1985),3.333333333333333,221
3136,"Longest Yard, The (1974)",3.4,221
6614,Be Kind Rewind (2008),3.4,221
2293,Meatballs (1979),3.2222222222222223,221
5467,Play Time (a.k.a. Playtime) (1967),3.1666666666666665,221
171,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",3.4318181818181817,221
2881,"Tao of Steve, The (2000)",3.3846153846153846,221
2892,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",3.4230769230769234,221
2155,Barefoot in the Park (1967),3.3125,221
7591,Louis C.K.: Chewed Up (2008),3.2857142857142856,221
4488,"Sure Thing, The (1985)",3.75,222
3792,Joe Versus the Volcano (1990),3.4285714285714284,222
7056,"Proposal, The (2009)",3.5,222
2018,"Ideal Husband, An (1999)",3.7,222
7434,You Will Meet a Tall Dark Stranger (2010),3.5,222
6725,Forgetting Sarah Marshall (2008),3.7692307692307687,222
5972,"40-Year-Old Virgin, The (2005)",3.5472972972972974,222
2031,American Pie (1999),3.3786407766990285,222
3317,Coming to America (1988),3.458333333333333,222
152,Mallrats (1995),3.4027777777777777,222
2007,Notting Hill (1999),3.4553571428571432,222
3229,Tootsie (1982),3.421875,222
1227,"MatchMaker, The (1997)",3.333333333333333,222
4867,50 First Dates (2004),3.5531914893617023,222
3789,Human Nature (2001),3.5,222
250,Only You (1994),3.5625,222
482,Threesome (1994),3.4,222
6739,Outsourced (2006),3.5,222
1873,Simply Irresistible (1999),3.6,222
6152,She's the Man (2006),3.75,222
7232,Bart Got a Room (2008),3.5,222
1940,10 Things I Hate About You (1999),3.5277777777777777,222
3561,Better Than Sex (2000),3.5,222
577,"Truth About Cats & Dogs, The (1996)",3.3879310344827585,222
203,Forget Paris (1995),3.3409090909090913,222
3144,Someone Like You (2001),3.5,222
1108,Benny & Joon (1993),3.4736842105263164,222
566,Mrs. Winterbourne (1996),3.333333333333333,222
6949,Bride Wars (2009),3.5,222
3533,"Party, The (Boum, La) (1980)",3.5,222
216,I.Q. (1994),3.453488372093023,222
5938,Wedding Crashers (2005),3.5086206896551726,222
7003,Confessions of a Shopaholic (2009),3.5,222
8548,"Love, Rosie (2014)",3.5,222
7416,Easy A (2010),3.796296296296296,222
383,Dave (1993),3.546052631578948,222
8850,Man Up (2015),3.75,222
2629,Me Myself I (2000),3.611111111111111,222
8544,"Rewrite, The (2014)",3.5,222
3474,Maybe Baby (2000),3.5,222
6523,I Now Pronounce You Chuck and Larry (2007),3.4545454545454546,222
7879,"Decoy Bride, The (2011)",3.6666666666666665,222
60,French Twist (Gazon maudit) (1995),3.4,222
297,While You Were Sleeping (1995),3.4693877551020407,222
1319,"Wedding Singer, The (1998)",3.4196428571428568,222
4947,Breakin' All the Rules (2004),3.5,222
956,Better Off Dead... (1985),3.685185185185185,222
5109,Pursuit of Happiness (2001),3.5,222
1570,L.A. Story (1991),3.4791666666666665,222
1602,Sixteen Candles (1984),3.6020408163265305,222
361,Barcelona (1994),3.692307692307693,222
7279,"Town Called Panic, A (Panique au village) (2009)",3.75,223
9170,World of Tomorrow (2015),4.5,223
5791,Howl's Moving Castle (Hauru no ugoku shiro) (2004),4.075,224
3984,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.155172413793103,224
908,To Kill a Mockingbird (1962),4.120689655172414,225
2352,Places in the Heart (1984),4.25,225
2558,Do the Right Thing (1989),4.037037037037037,225
5885,Crash (2004),3.89,225
1427,In the Heat of the Night (1967),4.181818181818182,225
37,Richard III (1995),3.7,226
2398,Titus (1999),3.9166666666666665,226
5746,"Merchant of Venice, The (2004)",3.75,226
2782,Hamlet (1990),3.8,226
25,Othello (1995),3.5,226
6372,"History Boys, The (2006)",3.0,227
2577,Funny Bones (1995),2.75,227
410,I'll Do Anything (1994),2.583333333333333,227
2615,Mr. Saturday Night (1992),3.0,227
547,Cold Fever (Á köldum klaka) (1995),3.0,227
542,Girl 6 (1996),3.0,227
7897,"Thousand Words, A (2012)",2.833333333333333,227
2668,Time Code (2000),3.0,227
8866,Güeros (2014),3.0,227
2621,North Dallas Forty (1979),3.0,227
538,"Family Thing, A (1996)",3.0,227
8787,The Second Best Exotic Marigold Hotel (2015),3.0,227
528,"Flower of My Secret, The (La flor de mi secreto) (1995)",2.833333333333333,227
6471,Lucky You (2007),3.0,227
8007,Liberal Arts (2012),3.0,227
526,Bread and Chocolate (Pane e cioccolata) (1973),3.0,227
7141,World's Greatest Dad (2009),3.0,227
2384,Simpatico (1999),3.0,227
2240,"Best Man, The (1999)",3.0,227
2360,Holy Smoke (1999),2.833333333333333,227
2242,Crazy in Alabama (1999),3.0,227
6576,Cashback (2004),3.0,227
2664,"Big Kahuna, The (2000)",2.875,227
494,Little Big League (1994),2.6666666666666665,227
8852,Welcome to Me (2014),3.0,227
2681,Mr. Mom (1983),2.7333333333333334,227
3820,Butterflies Are Free (1972),3.0,227
391,With Honors (1994),3.0,227
4682,Guarding Tess (1994),2.75,227
1944,Metroland (1997),3.0,227
2476,Hanging Up (2000),2.6666666666666665,227
5764,"Life and Death of Peter Sellers, The (2004)",3.0,227
8708,Kenny & Company (1976),3.0,227
5329,Mr. 3000 (2004),2.6666666666666665,227
8521,This Is Where I Leave You (2014),2.75,227
3530,"Swamp, The (Ciénaga, La) (2001)",3.0,227
5965,Pretty Persuasion (2005),3.0,227
4930,Cheaper by the Dozen (1950),2.75,227
1627,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",3.0,227
2483,"Flamingo Kid, The (1984)",2.8571428571428568,227
1327,Love and Death on Long Island (1997),3.0,227
5002,Matinee (1993),3.0,227
9086,Ashby (2015),3.0,227
873,"Ruling Class, The (1972)",3.0,227
2450,White Men Can't Jump (1992),3.0454545454545454,227
5233,"Happenstance (Battement d'ailes du papillon, Le) (2001)",3.0,227
1368,"Dancer, Texas Pop. 81 (1998)",3.0,227
7623,Everything Must Go (2010),2.6666666666666665,227
7377,"Kids Are All Right, The (2010)",2.9166666666666665,227
5760,Imaginary Heroes (2004),3.0,227
9064,Our Brand Is Crisis (2015),2.75,227
3716,Mean Machine (2001),3.0,227
753,Grace of My Heart (1996),3.0,227
4703,Project X (1987),2.75,227
